"ATD_SIGNAL_ID","SIGNAL_TYPE","LOCATION_NAME","PRIMARY_ST","CROSS_ST","CONTROL","ATD_LOCATION_ID","COA_INTERSECTION_ID","COUNCIL_DISTRICT","CROSS_ST_AKA","CROSS_ST_SEGMENT_ID","JURISDICTION","LANDMARK","PRIMARY_ST_AKA","PRIMARY_ST_SEGMENT_ID","SIGNAL_ENG_AREA","GEOCODE","GEOCODE: Street 1","GEOCODE: Street 2","GEOCODE: City","GEOCODE: State","GEOCODE: Zip","GEOCODE: Country","GEOCODE: Latitude","GEOCODE: Longitude","MASTER_SIGNAL_ID","SIGNAL_STATUS","IP_SWITCH","IP_CONTROL","SWITCH_COMM"
"376","TRAFFIC","E RIVERSIDE DR / ROYAL CREST DR","E RIVERSIDE DR","ROYAL CREST DR","MASTER","369","5159157","3","","2041425","AUSTIN FULL PURPOSE","","","2022581","SOUTH","1415 Royal Crest Drive Austin, Texas 78741","1415 Royal Crest Drive","","Austin","Texas","78741","United States","30.241785","-97.7282867","","TURNED_ON","1","1","Both"
"377","TRAFFIC","E WILLIAM CANNON DR / CIRCLE S RD","E WILLIAM CANNON DR","CIRCLE S RD","MASTER","370","5152661","2","","2026576","AUSTIN FULL PURPOSE","","","2025543","SOUTH","6494-6998 Circle South Road Austin, Texas 78745","6494-6998 Circle South Road","","Austin","Texas","78745","United States","30.1927223","-97.7775955","","TURNED_ON","0","0","Both"
"378","TRAFFIC","MC NEIL DR / HEINEMANN DR","MC NEIL DR","HEINEMANN DR","UNKNOWN","371","5155694","6","","2005471","AUSTIN FULL PURPOSE","","","2005395","NORTH","Heinemann Drive Austin, Texas 78729","Heinemann Drive","","Austin","Texas","78729","United States","30.4423561","-97.7464294","","TURNED_ON","1","0","Both"
"379","TRAFFIC","E RIVERSIDE DR / TRAVIS HEIGHTS BLVD","E RIVERSIDE DR","TRAVIS HEIGHTS BLVD","MASTER","372","5157654","9","","2037151","AUSTIN FULL PURPOSE","","","2019710","SOUTH","1077-1099 Travis Heights Boulevard Austin, Texas 78704","1077-1099 Travis Heights Boulevard","","Austin","Texas","78704","United States","30.2498417","-97.7387695","","TURNED_ON","1","1","Both"
"380","TRAFFIC","E RIVERSIDE DR / S IH 35 SVRD SB","E RIVERSIDE DR","S IH 35 SVRD SB","SLAVE","373","5158148","9","","2022402","AUSTIN FULL PURPOSE","","","2022403","SOUTH","5339 South Interstate 35 Frontage Road Austin, Texas 78704","5339 South Interstate 35 Frontage Road","","Austin","Texas","78704","United States","30.2480335","-97.7357712","","TURNED_ON","1","1","Both"
"381","TRAFFIC","S IH 35 SVRD SB / WOODLAND AVE","S IH 35 SVRD SB","WOODLAND AVE","MASTER","374","5157921","9","","2022620","AUSTIN FULL PURPOSE","","","2022619","SOUTH","1825 South Interstate 35 Frontage Road Austin, Texas 78704","1825 South Interstate 35 Frontage Road","","Austin","Texas","78704","United States","30.2410469","-97.7373962","","TURNED_ON","0","0","None"
"382","TRAFFIC","E OLTORF ST / S IH 35 SVRD SB","E OLTORF ST","S IH 35 SVRD SB","SLAVE","375","5157291","9","","2023648","AUSTIN FULL PURPOSE","","","2022794","SOUTH","1448 East Oltorf Street Austin, Texas 78704","1448 East Oltorf Street","","Austin","Texas","78704","United States","30.2338505","-97.7416534","","TURNED_ON","0","0","Both"
"383","TRAFFIC","BRODIE LN / FRATE BARKER RD","BRODIE LN","FRATE BARKER RD","UNKNOWN","376","5145888","8","","3329625","AUSTIN FULL PURPOSE","","","2028158","SOUTH","2900 Frate Barker Road Austin, Texas 78748","2900 Frate Barker Road","","Austin","Texas","78748","United States","30.148468","-97.8549042","","TURNED_ON","0","0","None"
"384","TRAFFIC","E RIVERSIDE DR / S IH 35 SVRD NB","E RIVERSIDE DR","S IH 35 SVRD NB","MASTER","377","5158305","9","","2023637","AUSTIN FULL PURPOSE","","","2022412","SOUTH","1001 North Interstate 35 Frontage Road Austin, Texas 78741","1001 North Interstate 35 Frontage Road","","Austin","Texas","78741","United States","30.2478428","-97.7348862","","TURNED_ON","1","1","Both"
"385","TRAFFIC","S IH 35 SVRD NB / WOODLAND AVE","S IH 35 SVRD NB","WOODLAND AVE","SLAVE","378","5158064","9","","2022637","AUSTIN FULL PURPOSE","","","2022631","SOUTH","1627 Woodland Avenue Austin, Texas 78741","1627 Woodland Avenue","","Austin","Texas","78741","United States","30.2406349","-97.7364731","","TURNED_ON","0","0","None"
"386","TRAFFIC","E OLTORF ST / S IH 35 SVRD NB","E OLTORF ST","S IH 35 SVRD NB","MASTER","379","5157467","9","","2022856","AUSTIN FULL PURPOSE","","","2022808","SOUTH","1551-1567 East Oltorf Street Austin, Texas 78741","1551-1567 East Oltorf Street","","Austin","Texas","78741","United States","30.2335949","-97.7404251","","TURNED_ON","0","0","Both"
"388","TRAFFIC","E RIVERSIDE DR / S LAKESHORE BLVD","E RIVERSIDE DR","S LAKESHORE BLVD","MASTER","380","5158907","9","","2022482","AUSTIN FULL PURPOSE","","","2041388","SOUTH","1705 South Lakeshore Boulevard Austin, Texas 78741","1705 South Lakeshore Boulevard","","Austin","Texas","78741","United States","30.2448444","-97.7303467","","TURNED_ON","1","1","Both"
"389","TRAFFIC","E RIVERSIDE DR / PARKER LN","E RIVERSIDE DR","PARKER LN","MASTER","381","5159035","3","","2022642","AUSTIN FULL PURPOSE","","","2022535","SOUTH","1414 Shore District Drive Austin, Texas 78741","1414 Shore District Drive","","Austin","Texas","78741","United States","30.2432289","-97.7293091","","TURNED_ON","1","1","Both"
"390","TRAFFIC","E RIVERSIDE DR / BURTON DR","E RIVERSIDE DR","BURTON DR","MASTER","382","5159308","3","","2041450","AUSTIN FULL PURPOSE","","","2023676","SOUTH","2015 Tinnin Ford Road Austin, Texas 78741","2015 Tinnin Ford Road","","Austin","Texas","78741","United States","30.2402401","-97.7270355","","TURNED_ON","1","1","Both"
"391","TRAFFIC","S PLEASANT VALLEY RD / E RIVERSIDE DR","S PLEASANT VALLEY RD","E RIVERSIDE DR","SLAVE","383","5159696","3","","2022787","AUSTIN FULL PURPOSE","","","2022786","SOUTH","4153-4399 East Riverside Drive Austin, Texas 78741","4153-4399 East Riverside Drive","","Austin","Texas","78741","United States","30.2336788","-97.7234879","","TURNED_ON","1","1","Both"
"392","TRAFFIC","S PLEASANT VALLEY RD / E RIVERSIDE DR","S PLEASANT VALLEY RD","E RIVERSIDE DR","MASTER","384","5159771","3","","2022774","AUSTIN FULL PURPOSE","","","2022773","SOUTH","2512 East Riverside Drive Austin, Texas 78741","2512 East Riverside Drive","","Austin","Texas","78741","United States","30.2341137","-97.7228088","","TURNED_ON","1","1","Both"
"393","TRAFFIC","S PLEASANT VALLEY RD / S LAKESHORE BLVD","S PLEASANT VALLEY RD","S LAKESHORE BLVD","MASTER","385","5160383","3","","3381702","AUSTIN FULL PURPOSE","","","2022667","SOUTH","1-951 South Pleasant Valley Road Austin, Texas 78741","1-951 South Pleasant Valley Road","","Austin","Texas","78741","United States","30.2425137","-97.7171478","","TURNED_ON","1","1","Both"
"394","TRAFFIC","E RIVERSIDE DR / WICKERSHAM LN","E RIVERSIDE DR","WICKERSHAM LN","MASTER","386","5160049","3","","2022809","AUSTIN FULL PURPOSE","","","2022810","SOUTH","East Riverside Drive Austin, Texas 78741","East Riverside Drive","","Austin","Texas","78741","United States","30.2323837","-97.7204056","","TURNED_ON","1","1","Both"
"395","TRAFFIC","LAKELINE MALL DR / NORTH LAKE CREEK PKWY","LAKELINE MALL DR","NORTH LAKE CREEK PKWY","MASTER","387","5150372","6","","3272853","AUSTIN FULL PURPOSE","","","2038296","NORTH","9725 North Lake Creek Parkway Austin, Texas 78717","9725 North Lake Creek Parkway","","Austin","Texas","78717","United States","30.475256","-97.7939301","","TURNED_ON","1","1","Both"
"396","TRAFFIC","E RIVERSIDE DR / WILLOW CREEK DR","E RIVERSIDE DR","WILLOW CREEK DR","MASTER","388","5159438","3","","2041457","AUSTIN FULL PURPOSE","","","2041459","SOUTH","1700 Willow Creek Drive Austin, Texas 78741","1700 Willow Creek Drive","","Austin","Texas","78741","United States","30.2376804","-97.7256622","","TURNED_ON","1","1","Both"
"397","TRAFFIC","W WILLIAM CANNON DR / EMERALD FOREST DR","W WILLIAM CANNON DR","EMERALD FOREST DR","MASTER","389","5151025","2","","2025299","AUSTIN FULL PURPOSE","","","2025300","SOUTH","Emerald Forest Drive Austin, Texas 78745","Emerald Forest Drive","","Austin","Texas","78745","United States","30.1992588","-97.7936096","","TURNED_ON","0","0","Both"
"398","TRAFFIC","E WILLIAM CANNON DR / ","E WILLIAM CANNON DR","","MASTER","390","","2","","","AUSTIN FULL PURPOSE","CENTURY SOUTH","","3260910","SOUTH","700 East William Cannon Drive Austin, Texas 78745","700 East William Cannon Drive","","Austin","Texas","78745","United States","30.1913719","-97.7730408","","TURNED_ON","0","0","Both"
"399","TRAFFIC","S 1ST ST / FLOURNOY DR","S 1ST ST","FLOURNOY DR","MASTER","391","5151941","2","","2025073","AUSTIN FULL PURPOSE","","","2025060","SOUTH","5998 South 1st Street Austin, Texas 78745","5998 South 1st Street","","Austin","Texas","78745","United States","30.2038345","-97.7838211","","TURNED_ON","1","0","Both"
"400","TRAFFIC","W WILLIAM CANNON DR / WOODHUE DR","W WILLIAM CANNON DR","WOODHUE DR","MASTER","392","5150583","5","","2025252","AUSTIN FULL PURPOSE","","","2025267","SOUTH","6789-6899 Woodhue Drive Austin, Texas 78745","6789-6899 Woodhue Drive","","Austin","Texas","78745","United States","30.2003918","-97.7987671","","TURNED_ON","0","0","Both"
"401","TRAFFIC","W STASSNEY LN / EMERALD FOREST DR","W STASSNEY LN","EMERALD FOREST DR","MASTER","393","5151576","2","","2024795","AUSTIN FULL PURPOSE","","","2024748","SOUTH","5601 Emerald Forest Drive Austin, Texas 78745","5601 Emerald Forest Drive","","Austin","Texas","78745","United States","30.2106857","-97.7870865","","TURNED_ON","0","0","Both"
"402","TRAFFIC","S 1ST ST / W ST ELMO RD","S 1ST ST","W ST ELMO RD","MASTER","394","5153096","3","","2024415","AUSTIN FULL PURPOSE","","","2024486","SOUTH","556-598 West Saint Elmo Road Austin, Texas 78745","556-598 West Saint Elmo Road","","Austin","Texas","78745","United States","30.2210426","-97.7728806","","TURNED_ON","1","0","Both"
"403","TRAFFIC","W STASSNEY LN / S 1ST ST","W STASSNEY LN","S 1ST ST","MASTER","395","5152189","2","","2024836","AUSTIN FULL PURPOSE","","","3261229","SOUTH","5598 South 1st Street Austin, Texas 78745","5598 South 1st Street","","Austin","Texas","78745","United States","30.2084713","-97.7815247","","TURNED_ON","1","1","Both"
"404","TRAFFIC","W WILLIAM CANNON DR / S 1ST ST","W WILLIAM CANNON DR","S 1ST ST","MASTER","396","5151543","2","","2025395","AUSTIN FULL PURPOSE","","","3260793","SOUTH","6700-6798 South 1st Street Austin, Texas 78745","6700-6798 South 1st Street","","Austin","Texas","78745","United States","30.1970978","-97.7878189","","TURNED_ON","1","0","Both"
"405","TRAFFIC","W WILLIAM CANNON DR / BILL HUGHES RD","W WILLIAM CANNON DR","BILL HUGHES RD","MASTER","397","5151822","2","","2026490","AUSTIN FULL PURPOSE","","","2025493","SOUTH","Bill Hughes Road Austin, Texas 78745","Bill Hughes Road","","Austin","Texas","78745","United States","30.1956387","-97.78508","","TURNED_ON","0","0","Both"
"406","TRAFFIC","S CONGRESS AVE / W ST ELMO RD","S CONGRESS AVE","W ST ELMO RD","MASTER","398","5153835","3","","2024506","AUSTIN FULL PURPOSE","","","2024505","SOUTH","4399 South Congress Avenue Austin, Texas 78745","4399 South Congress Avenue","","Austin","Texas","78745","United States","30.2182045","-97.7668762","","TURNED_ON","1","1","Both"
"407","TRAFFIC","S CONGRESS AVE / E ST ELMO RD","S CONGRESS AVE","E ST ELMO RD","SLAVE","399","5153778","3","","2024554","AUSTIN FULL PURPOSE","","","2024530","SOUTH","100-144 East Saint Elmo Road Austin, Texas 78745","100-144 East Saint Elmo Road","","Austin","Texas","78745","United States","30.2174797","-97.7673035","","TURNED_ON","0","0","Both"
"408","TRAFFIC","S CONGRESS AVE / SHERATON AVE","S CONGRESS AVE","SHERATON AVE","MASTER","400","5153603","3","","2024623","AUSTIN FULL PURPOSE","","","2024602","SOUTH","101-123 Sheraton Avenue Austin, Texas 78745","101-123 Sheraton Avenue","","Austin","Texas","78745","United States","30.2151566","-97.7687759","","TURNED_ON","1","1","Both"
"409","TRAFFIC","S CONGRESS AVE / E STASSNEY LN","S CONGRESS AVE","E STASSNEY LN","UNKNOWN","401","5152923","3","","3261177","AUSTIN FULL PURPOSE","","","2025009","SOUTH","5604 South Congress Avenue Austin, Texas 78745","5604 South Congress Avenue","","Austin","Texas","78745","United States","30.204942","-97.77479","0","UKNOWN","0","0","Both"
"410","TRAFFIC","S CONGRESS AVE / EBERHART LN","S CONGRESS AVE","EBERHART LN","MASTER","402","5152698","2","","2025385","AUSTIN FULL PURPOSE","","","2025534","SOUTH","6200-6232 Circle South Road Austin, Texas 78745","6200-6232 Circle South Road","","Austin","Texas","78745","United States","30.1970272","-97.7771225","","TURNED_ON","1","1","Both"
"411","TRAFFIC","S CONGRESS AVE / W WILLIAM CANNON DR","S CONGRESS AVE","W WILLIAM CANNON DR","MASTER","403","5152526","2","","2025535","AUSTIN FULL PURPOSE","","","2025534","SOUTH","6812 Texas 275 Loop Austin, Texas 78745","6812 Texas 275 Loop","","Austin","Texas","78745","United States","30.1930141","-97.7788773","","TURNED_ON","1","1","Both"
"412","TRAFFIC","E WILLIAM CANNON DR / S IH 35 SVRD SB","E WILLIAM CANNON DR","S IH 35 SVRD SB","SLAVE","404","5153410","2","","2025603","AUSTIN FULL PURPOSE","","","2025610","SOUTH","6430 South Interstate 35 Frontage Road Austin, Texas 78745","6430 South Interstate 35 Frontage Road","","Austin","Texas","78745","United States","30.1906624","-97.7708969","","TURNED_ON","0","0","Both"
"413","TRAFFIC","E WILLIAM CANNON DR / S IH 35 SVRD NB","E WILLIAM CANNON DR","S IH 35 SVRD NB","MASTER","405","5153510","2","","2025612","AUSTIN FULL PURPOSE","","","2025610","SOUTH","6515 North Interstate 35 Frontage Road Austin, Texas 78752","6515 North Interstate 35 Frontage Road","","Austin","Texas","78752","United States","30.1902447","-97.7701111","","TURNED_ON","0","0","Both"
"414","TRAFFIC","E WILLIAM CANNON DR / BLUFF SPRINGS RD","E WILLIAM CANNON DR","BLUFF SPRINGS RD","MASTER","406","5153808","2","","2025660","AUSTIN FULL PURPOSE","","","3260927","SOUTH","6600-6698 Bluff Springs Road Austin, Texas 78744","6600-6698 Bluff Springs Road","","Austin","Texas","78744","United States","30.1891956","-97.7678909","","TURNED_ON","0","0","Both"
"415","TRAFFIC","S CONGRESS AVE / W BEN WHITE BLVD SVRD WB","S CONGRESS AVE","W BEN WHITE BLVD SVRD WB","MASTER","407","5154265","3","","2026351","AUSTIN FULL PURPOSE","","","2026341","SOUTH","3909 South Congress Avenue Austin, Texas 78704","3909 South Congress Avenue","","Austin","Texas","78704","United States","30.2234097","-97.7635956","","TURNED_ON","1","1","Both"
"416","TRAFFIC","S CONGRESS AVE / E BEN WHITE BLVD SVRD EB","S CONGRESS AVE","E BEN WHITE BLVD SVRD EB","SLAVE","408","5154190","3","","2026347","AUSTIN FULL PURPOSE","","","2026345","SOUTH","4140 Texas 275 Loop Austin, Texas 78745","4140 Texas 275 Loop","","Austin","Texas","78745","United States","30.2224789","-97.7641678","","TURNED_ON","1","1","Both"
"417","TRAFFIC","E WILLIAM CANNON DR / STONLEIGH PL","E WILLIAM CANNON DR","STONLEIGH PL","MASTER","409","5154994","2","","2025682","AUSTIN FULL PURPOSE","","","2026486","SOUTH","6500 Stonleigh Place Austin, Texas 78744","6500 Stonleigh Place","","Austin","Texas","78744","United States","30.1864319","-97.7588806","","TURNED_ON","0","0","Both"
"418","TRAFFIC","WEST GATE BLVD / W WILLIAM CANNON DR","WEST GATE BLVD","W WILLIAM CANNON DR","MASTER","410","5149106","5","","3260668","AUSTIN FULL PURPOSE","","","2026206","SOUTH","6901 West Gate Boulevard Austin, Texas 78745","6901 West Gate Boulevard","","Austin","Texas","78745","United States","30.207201","-97.8153915","","TURNED_ON","0","0","Both"
"419","TRAFFIC","BRODIE LN / W WILLIAM CANNON DR","BRODIE LN","W WILLIAM CANNON DR","MASTER","411","5147962","8","","2024677","AUSTIN FULL PURPOSE","","","2024703","SOUTH","6903 Brodie Lane Austin, Texas 78745","6903 Brodie Lane","","Austin","Texas","78745","United States","30.2137775","-97.8303833","","TURNED_ON","1","0","Both"
"420","TRAFFIC","BRODIE LN / GATLING GUN LN","BRODIE LN","GATLING GUN LN","MASTER","412","5145690","8","","2028110","AUSTIN FULL PURPOSE","","","2028111","SOUTH","Gatling Gun Lane Austin, Texas 78748","Gatling Gun Lane","","Austin","Texas","78748","United States","30.1526699","-97.8568878","","TURNED_ON","0","0","None"
"421","TRAFFIC","ESCARPMENT BLVD / W WILLIAM CANNON DR","ESCARPMENT BLVD","W WILLIAM CANNON DR","MASTER","413","5144930","8","","2026506","AUSTIN FULL PURPOSE","","","2024216","SOUTH","6900 Escarpment Boulevard Austin, Texas 78749","6900 Escarpment Boulevard","","Austin","Texas","78749","United States","30.2299938","-97.8645477","","TURNED_ON","0","0","Both"
"422","TRAFFIC","BRODIE LN / HARPERS FERRY LN","BRODIE LN","HARPERS FERRY LN","MASTER","414","5147555","5","","2024958","AUSTIN FULL PURPOSE","","","2024957","SOUTH","3498 Harpers Ferry Lane Austin, Texas 78745","3498 Harpers Ferry Lane","","Austin","Texas","78745","United States","30.2070122","-97.834938","","TURNED_ON","1","0","Both"
"423","TRAFFIC","BRODIE LN / ERNEST ROBLES WAY","BRODIE LN","ERNEST ROBLES WAY","MASTER","415","5148691","0","","3261416","SUNSET VALLEY FULL PURPOSE","","","3261455","SOUTH","Ernest Robles Way Sunset Valley, Texas 78745","Ernest Robles Way","","Sunset Valley","Texas","78745","United States","30.2295017","-97.8203506","","TURNED_ON","1","0","Both"
"424","TRAFFIC","S CAPITAL OF TEXAS HWY SB / WEST GATE BLVD","S CAPITAL OF TEXAS HWY SB","WEST GATE BLVD","MASTER","416","5150283","5","","2023923","AUSTIN FULL PURPOSE","","","2026318","SOUTH","4021 Texas 360 Loop Austin, Texas 78704","4021 Texas 360 Loop","","Austin","Texas","78704","United States","30.2421951","-97.8011093","","TURNED_ON","1","1","Both"
"425","TRAFFIC","S 1ST ST / EBERHART LN","S 1ST ST","EBERHART LN","MASTER","417","5151742","2","","2025240","AUSTIN FULL PURPOSE","","","2025239","SOUTH","6400 South 1st Street Austin, Texas 78745","6400 South 1st Street","","Austin","Texas","78745","United States","30.2005444","-97.785675","","TURNED_ON","1","0","Both"
"426","TRAFFIC","E STASSNEY LN / S IH 35 SVRD NB","E STASSNEY LN","S IH 35 SVRD NB","MASTER","418","5154346","2","","2041869","AUSTIN FULL PURPOSE","","","3260974","SOUTH","5639-5699 North Interstate 35 Frontage Road Austin, Texas 78744","5639-5699 North Interstate 35 Frontage Road","","Austin","Texas","78744","United States","30.1981945","-97.7636566","","TURNED_ON","1","1","Both"
"427","TRAFFIC","E STASSNEY LN / S IH 35 SVRD SB","E STASSNEY LN","S IH 35 SVRD SB","SLAVE","419","5154236","3","","2025353","AUSTIN FULL PURPOSE","","","3261205","SOUTH","5600 South Interstate 35 Frontage Road Austin, Texas 78745","5600 South Interstate 35 Frontage Road","","Austin","Texas","78745","United States","30.1986885","-97.7644882","","TURNED_ON","1","1","Both"
"428","TRAFFIC","BRODIE LN / ESKEW DR","BRODIE LN","ESKEW DR","MASTER","420","5147335","8","","2025174","AUSTIN FULL PURPOSE","","","2035721","SOUTH","3500 Eskew Drive Austin, Texas 78749","3500 Eskew Drive","","Austin","Texas","78749","United States","30.2030926","-97.8373489","","TURNED_ON","1","0","Both"
"429","TRAFFIC","S 1ST ST / W DITTMAR RD","S 1ST ST","W DITTMAR RD","MASTER","421","5151136","2","","2025770","AUSTIN FULL PURPOSE","","","2042017","SOUTH","7901 South 1st Street Austin, Texas 78745","7901 South 1st Street","","Austin","Texas","78745","United States","30.1838989","-97.7926559","","TURNED_ON","1","0","Both"
"430","TRAFFIC","LAKE AUSTIN BLVD / ATLANTA ST","LAKE AUSTIN BLVD","ATLANTA ST","MASTER","422","5153187","10","","2021669","AUSTIN FULL PURPOSE","","","2021645","NORTH","411-499 Atlanta Street Austin, Texas 78703","411-499 Atlanta Street","","Austin","Texas","78703","United States","30.2772179","-97.7704849","","TURNED_ON","0","0","Both"
"431","TRAFFIC","BRODIE LN / CONVICT HILL RD","BRODIE LN","CONVICT HILL RD","MASTER","423","5147816","5","","2041786","AUSTIN FULL PURPOSE","","","2043034","SOUTH","3509 Convict Hill Road Austin, Texas 78749","3509 Convict Hill Road","","Austin","Texas","78749","United States","30.2113571","-97.8319168","","TURNED_ON","1","0","Both"
